antibody_id,origin,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters,total_cdr_length,psh,ppc,pnc,sfvcsp
Lirentelimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lirentelimab.pdb,88.23866992012246,73,4.720891206240167,1.6462723016738892,545.498586294015,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,6.98,-0.177,42.6,-0.0,0.778,3.0,0,3,1,hydro_patch_high (0.78),HIGH,0.7306,22,0,42,5,64,542.71,1.1,1.0,0.0
Litifilimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Litifilimab.pdb,78.69951477709358,72,4.66091238926652,0.2350618541240692,468.68010747403423,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.0,-0.356,43.8,-3.3,0.667,3.0,0,2,4,pI_unusually_low (5.00); hydro_patch_moderate (0.67),HIGH,0.5972,10,9,51,5,71,185.37,2.0,3.0,-6.0
Livmoniplimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Livmoniplimab.pdb,79.7598633542332,88,4.568138657159326,0.5390260219573975,617.5736398161874,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.61,-0.311,31.4,-1.3,0.556,3.0,0,0,0,,HIGH,0.6364,40,17,13,4,71,1198.66,2.0,4.0,-4.0
Lixudebart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lixudebart.pdb,83.99133127455265,68,4.721177769750176,1.9092695713043213,484.3545656563327,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.01,-0.334,39.8,4.9,0.556,2.0,0,2,1,,HIGH,0.6768,16,9,51,5,64,523.66,3.0,2.0,15.5
Lodelcizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lodelcizumab.pdb,85.61542697094649,58,4.722683300355255,2.8856260776519775,519.3395207792892,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.81,-0.397,45.2,3.9,0.556,3.0,0,0,0,,HIGH,0.6444,22,17,15,4,62,408.66,3.0,2.0,3.3
Lonigutamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lonigutamab.pdb,83.66972762841097,77,4.635918155034012,1.2243963479995728,562.6128507884198,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.07,-0.371,40.8,5.8,0.667,3.0,1,0,1,hydro_patch_moderate (0.67),HIGH,0.6955,19,10,26,3,65,309.66,1.0,1.0,5.0
Lorvotuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lorvotuzumab.pdb,80.39744563962374,71,4.672306115519579,2.1504547595977783,489.4502066875075,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.3,-0.255,43.3,7.1,0.556,3.0,0,2,2,,HIGH,0.6778,10,5,57,3,68,1054.89,3.0,2.0,25.2
Losatuxizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Losatuxizumab.pdb,87.47887022375001,61,4.7274321954053145,1.6923482418060303,474.6622287212326,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.63,-0.387,37.2,3.0,0.556,3.0,0,3,1,,HIGH,0.5389,20,10,21,4,61,389.6,2.0,2.0,0.6
Lucorafusp,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lucorafusp.pdb,84.27059047478079,80,4.650168860527572,2.247274160385132,501.2874057929867,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.414,33.9,2.0,0.556,3.0,0,0,1,,HIGH,0.6718,23,9,39,5,66,122.95,2.0,2.0,3.52
Lumistobart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lumistobart.pdb,74.80688794877354,65,4.6577462287802,1.8934508562088013,472.02065195438814,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.55,-0.406,28.1,2.8,0.556,2.1,1,0,2,,HIGH,0.7145,26,4,44,4,69,206.17,3.0,2.0,6.2
Lumretuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lumretuzumab.pdb,75.05825204144966,78,4.659438796022459,1.6450207233428955,562.3552637527705,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.76,-0.479,37.5,3.8,0.667,2.1,1,2,1,hydro_patch_moderate (0.67),HIGH,0.5604,8,11,50,4,71,206.98,2.0,1.0,4.0
Lumrotatug,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lumrotatug.pdb,83.69423666775533,68,4.745653742360603,2.380007266998291,470.93061224237516,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.61,-0.211,31.7,2.8,0.667,2.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.7656,23,2,37,3,64,314.95,2.0,2.0,4.0
Lusvertikimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Lusvertikimab.pdb,82.54757509855793,70,4.642832613414754,0.42417457699775696,471.50442283155644,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.28,-0.26,41.6,1.9,0.556,3.0,0,2,1,,HIGH,0.7321,16,4,39,4,67,490.57,3.0,3.0,0.41
Luvagrobart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Luvagrobart.pdb,83.81319394615063,82,4.647580388540066,1.981347680091858,539.4192772600838,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.9,-0.325,33.2,-0.1,0.667,3.0,1,1,1,hydro_patch_moderate (0.67),HIGH,0.8148,16,0,40,5,66,208.93,3.0,1.0,4.1
Luveltamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Luveltamab.pdb,80.25189175382353,82,4.5777662909579675,1.7149237394332886,491.65067635685216,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.15,-0.281,40.6,-1.0,0.667,3.0,0,1,2,hydro_patch_moderate (0.67),HIGH,0.7526,23,3,33,4,69,694.12,2.0,2.0,0.0
Magrolimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Magrolimab.pdb,78.49697896644837,72,4.678745936246634,2.6560816764831543,487.14645454168203,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.58,-0.396,33.4,2.9,0.556,3.0,0,1,0,,HIGH,0.686,12,5,46,3,67,239.3,3.0,2.0,3.1
Manfidokimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Manfidokimab.pdb,84.73593280960338,73,4.688837714032898,2.1197140216827393,587.6332997147265,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.81,-0.358,33.3,3.9,0.556,3.0,0,1,0,,HIGH,0.6762,29,9,21,4,61,280.22,3.2,1.0,4.2
Matuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Matuzumab.pdb,86.64293400008332,70,4.645326610283829,1.8477450609207153,584.6638689565474,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,6.99,-0.485,40.2,-0.0,0.556,3.0,1,1,1,,HIGH,0.6544,29,11,22,5,65,174.79,4.0,3.0,0.0
Mavrostobart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mavrostobart.pdb,74.21961705943156,71,4.632783623266431,0.6371105313301086,544.2235211736719,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.55,-0.381,33.9,2.9,0.556,3.0,1,1,2,,HIGH,0.7353,49,1,10,4,72,351.9,3.0,2.0,3.3
Mazorelvimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mazorelvimab.pdb,78.23611871201678,74,4.584047326866869,0.7713220119476318,524.2710790441608,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.85,-0.143,47.8,0.8,0.667,4.0,2,3,2,hydro_patch_moderate (0.67),HIGH,0.6869,15,5,54,5,70,580.57,3.0,1.0,3.0
Mecbotamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mecbotamab.pdb,81.29021193765249,72,4.7061965123290275,2.3085949420928955,683.5014277283409,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.6,-0.363,26.6,3.1,0.667,3.0,1,1,0,hydro_patch_moderate (0.67),HIGH,0.4343,10,7,36,4,65,362.88,3.0,1.0,0.41
Mepolizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mepolizumab.pdb,74.7258012944915,76,4.672363564323525,1.8948460817337036,464.2815649087401,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.34,-0.256,31.3,1.9,0.778,2.0,0,2,1,hydro_patch_high (0.78),HIGH,0.6914,18,0,36,5,70,532.48,1.0,3.0,4.4
Mezagitamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mezagitamab.pdb,86.97379097804479,67,4.736686600426029,2.4936513900756836,610.8531356486496,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.9,-0.345,46.5,-1.9,0.556,4.0,0,3,4,,HIGH,0.5752,13,6,77,4,72,457.48,1.1,2.0,0.3
Milatuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Milatuzumab.pdb,74.48979027111503,69,4.661200565033242,1.5491936206817627,546.2320342958946,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.06,-0.364,40.8,5.0,0.556,4.0,0,1,0,,HIGH,0.8148,29,0,32,5,70,421.6,2.0,4.0,4.2
Mipasetamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mipasetamab.pdb,83.83440239275325,85,4.548115336037929,1.3298940658569336,545.9207142448963,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.79,-0.286,37.8,0.9,0.556,3.0,0,2,1,,HIGH,0.6772,24,1,58,4,68,353.83,3.0,2.0,0.0
Miptenalimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Miptenalimab.pdb,84.77624150375983,73,4.731623881595663,2.631615161895752,450.2933552742591,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.281,36.2,1.9,0.778,3.0,0,2,0,hydro_patch_high (0.78),HIGH,0.7907,23,0,35,5,67,518.31,3.0,4.0,4.0
Mirikizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mirikizumab.pdb,83.54978047842452,63,4.681386223332635,0.8563723564147949,666.5815244084349,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,8.93,-0.388,33.8,4.9,0.556,3.0,0,0,1,,HIGH,0.5556,10,12,36,5,60,369.64,3.0,2.0,6.3
Misitatug,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Misitatug.pdb,85.61323682194036,77,4.660630489485737,1.5604417324066162,499.0349008773231,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,6.17,-0.29,41.6,-1.0,0.556,3.0,0,1,1,,HIGH,0.6201,31,12,34,5,68,478.37,3.0,1.0,0.0
Mitazalimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mitazalimab.pdb,88.99461733483814,85,4.572839171578319,1.0886863470077515,518.182411991113,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.37,-0.126,47.0,1.9,0.556,4.0,0,2,1,,HIGH,0.7042,19,7,36,4,69,1037.77,3.0,1.0,3.0
Mogamulizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mogamulizumab.pdb,81.04359834529531,71,4.699595479804409,2.5031487941741943,478.49628991852967,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.87,-0.231,40.7,1.0,0.556,3.0,0,3,2,,HIGH,0.7462,38,1,31,4,69,955.42,3.0,1.0,3.1
Monalizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Monalizumab.pdb,83.08597234196127,71,4.603346593833868,0.5837812423706055,543.9903600209041,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.418,41.0,1.0,0.667,3.0,1,0,1,hydro_patch_moderate (0.67),HIGH,0.6667,8,4,45,5,70,551.41,2.3,3.0,-3.8
Motavizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Motavizumab.pdb,81.21150876391768,74,4.70665732681534,2.7599315643310547,547.402098226776,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.6,-0.266,34.2,2.9,0.778,3.0,0,0,0,hydro_patch_high (0.78),HIGH,0.6324,25,3,36,5,64,1165.82,3.0,2.0,8.0
Mozistobart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mozistobart.pdb,84.84918736733705,70,4.702466464229414,1.5585741996765137,469.4733452200994,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.85,-0.206,33.4,4.1,0.667,3.0,1,2,1,hydro_patch_moderate (0.67),HIGH,0.7778,10,0,45,5,68,420.13,1.0,2.0,6.82
Mupadolimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Mupadolimab.pdb,79.74110899770626,79,4.632363022865486,1.1671273708343506,541.333992897646,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.49,-0.397,40.2,-3.1,0.667,3.0,1,0,0,pI_unusually_low (5.49); hydro_patch_moderate (0.67),HIGH,0.3392,1,8,35,3,71,268.26,4.0,6.0,0.0
Murlentamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Murlentamab.pdb,84.78288859025142,78,4.605779523478565,1.3383134603500366,533.9969210649115,,H1-10-1,H2-16-?,H3-6,L1-10-1,L2-7-1,L3-9,,9.39,-0.415,41.5,8.9,0.556,3.0,0,0,1,,HIGH,0.4242,4,16,41,4,59,157.19,2.2,2.0,20.4
Muzastotug,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Muzastotug.pdb,83.6532789120482,62,4.7210310431551346,2.5064408779144287,551.9047204476868,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.83,-0.397,41.0,3.9,0.667,3.0,0,2,0,hydro_patch_moderate (0.67),HIGH,0.716,25,3,36,4,62,347.51,3.0,4.0,10.5
Nadunolimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Nadunolimab.pdb,84.30473127385629,68,4.687448842570467,2.0253803730010986,512.7006731498029,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.99,-0.396,37.8,-0.0,0.556,3.0,0,0,1,,HIGH,0.6772,25,10,25,4,62,308.49,1.1,1.0,2.31
Natalizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Natalizumab.pdb,82.47960654456845,72,4.708645962827656,2.671675443649292,518.5733727248768,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.55,-0.448,43.8,2.9,0.556,2.0,0,1,0,,HIGH,0.7188,28,7,23,5,67,291.64,3.1,2.0,4.0
Navenibart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Navenibart.pdb,85.12817351878157,59,4.746328131139096,2.525710105895996,529.60340635686,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.77,-0.306,32.5,0.8,0.667,3.0,1,0,0,hydro_patch_moderate (0.67),HIGH,0.6317,16,11,21,4,66,845.76,1.1,3.0,-6.2
Naxitamab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Naxitamab.pdb,82.38636593359823,66,4.726489149738519,2.844255208969116,479.4263688956005,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-6,,8.63,-0.216,34.3,2.9,0.778,2.0,0,3,0,hydro_patch_high (0.78),HIGH,0.6913,36,7,0,4,61,485.91,2.0,2.0,4.1
Nebokitug,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Nebokitug.pdb,78.04735719908416,74,4.736207019509817,1.6565779447555542,548.7150954604175,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.45,-0.493,35.4,-2.2,0.667,3.0,1,2,3,pI_unusually_low (5.45); hydro_patch_moderate (0.67),HIGH,0.5009,9,16,18,4,69,286.91,2.0,5.0,-6.3
Nelmastobart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Nelmastobart.pdb,84.00375289103746,85,4.601576441187199,0.7843176126480103,504.36287184820935,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.26,-0.397,40.0,2.0,0.556,3.0,0,1,0,,HIGH,0.6667,29,7,27,5,70,459.61,4.0,1.0,0.32
Nemolizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Nemolizumab.pdb,82.12007101503896,72,4.769967013490414,2.602862596511841,613.8647671591451,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,4.88,-0.413,37.2,-6.1,0.556,3.0,0,1,3,pI_unusually_low (4.88),HIGH,0.6513,7,4,43,5,66,157.05,2.0,2.0,6.0
Nezutatug,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Nezutatug.pdb,82.95017725044094,74,4.720046181567059,2.379687547683716,536.6888929049104,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.283,28.3,2.0,0.556,2.1,0,0,0,,HIGH,0.6149,29,8,42,5,65,313.21,1.1,1.0,5.1
Nimacimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Nimacimab.pdb,83.46145844406483,56,4.6619133288519725,1.686418056488037,581.8857062131003,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.79,-0.435,46.2,4.1,0.556,3.0,0,0,1,,HIGH,0.5035,12,14,38,5,63,295.76,1.1,2.0,3.41
Nimotuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Nimotuzumab.pdb,81.18588977844468,69,4.700924666281099,1.8519529104232788,526.8586047094002,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.32,-0.431,43.0,1.9,0.556,3.0,2,1,2,,HIGH,0.665,16,10,24,5,73,472.05,3.0,3.0,0.0
Nofazinlimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Nofazinlimab.pdb,77.46092499024954,64,4.630590597033048,1.3319240808486938,576.96847753772,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,8.29,-0.215,41.0,1.8,0.556,3.0,2,0,2,,HIGH,0.5088,6,10,41,4,65,474.49,3.0,2.0,0.1
Obexelimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Obexelimab.pdb,77.04936342338956,77,4.602703603082581,1.6171514987945557,543.7345937999967,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.98,-0.322,41.8,-0.0,0.556,3.0,1,2,1,,HIGH,0.7081,21,6,27,5,71,343.32,2.1,1.0,-0.9
Obinutuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Obinutuzumab.pdb,75.7682458490543,72,4.532909564534156,1.3160345554351807,551.3171339747196,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.76,-0.222,31.9,0.8,0.556,3.0,4,2,2,,HIGH,0.5394,12,6,42,4,69,1224.27,4.0,3.0,1.1
Ocankitug,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ocankitug.pdb,85.11289516552117,65,4.730527695659726,2.090120315551758,510.10978728942104,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.91,-0.398,40.0,-2.0,0.667,3.0,1,0,3,hydro_patch_moderate (0.67),HIGH,0.5876,11,13,41,5,62,180.43,2.0,3.0,-8.0
Ocaratuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ocaratuzumab.pdb,85.97547016327508,66,4.678248954110029,2.2173266410827637,686.9117770884608,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.81,-0.336,35.3,4.0,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5839,11,9,39,5,65,603.5,3.0,1.0,4.0
Ociperlimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ociperlimab.pdb,85.59024589719496,70,4.719759291761061,2.0486690998077393,466.9879906929394,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.84,-0.272,43.1,0.9,0.667,2.0,3,1,1,hydro_patch_moderate (0.67),HIGH,0.7556,7,2,55,5,64,236.44,3.0,1.0,2.1
Ocrelizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ocrelizumab.pdb,86.61121135396799,73,4.5473849739062295,0.5672510266304016,599.2597712569785,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,8.8,-0.333,36.9,4.0,0.556,3.0,0,3,0,,HIGH,0.6528,16,0,43,5,66,269.82,3.0,1.0,6.0
Olendalizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Olendalizumab.pdb,77.95028920325593,75,4.66608397879843,1.3278034925460815,554.1680350600726,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.17,-0.51,36.2,-1.1,0.667,3.0,0,1,2,hydro_patch_moderate (0.67),HIGH,0.6325,12,8,41,5,69,118.65,3.0,4.0,-1.1
Olintatug,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Olintatug.pdb,76.68861411709194,61,4.704311825690985,2.044670820236206,598.0713159191042,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,5.72,-0.375,30.3,-2.1,0.556,3.0,0,2,0,,HIGH,0.5987,17,8,44,5,66,564.16,3.0,4.0,0.0
Oloctinebart,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Oloctinebart.pdb,76.96602005220733,61,4.660249900847378,1.787894368171692,521.8264107598588,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,7.78,-0.246,33.7,0.9,0.556,3.0,2,0,1,,HIGH,0.5787,10,9,44,4,66,878.58,3.0,1.0,0.0
Olokizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Olokizumab.pdb,82.61158479761755,58,4.744076774602803,2.4596691131591797,496.7785893985608,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.44,-0.407,36.9,-2.1,0.556,3.0,0,3,2,pI_unusually_low (5.44),HIGH,0.5556,4,6,44,5,65,262.2,3.0,3.0,0.0
Omalizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Omalizumab.pdb,79.59883926562705,78,4.666762192455961,2.0716562271118164,560.057226687581,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.79,-0.393,44.5,-2.8,0.667,3.0,0,1,4,hydro_patch_moderate (0.67),HIGH,0.6667,23,3,36,5,70,220.52,2.0,3.0,-4.4
Omectatug,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Omectatug.pdb,74.65341565758919,74,4.659104956993437,1.5241074562072754,509.15135543865165,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.79,-0.461,30.1,3.8,0.667,3.0,1,2,0,hydro_patch_moderate (0.67),HIGH,0.6252,19,5,40,4,69,225.75,3.0,2.0,8.2
Onartuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Onartuzumab.pdb,74.52393407709802,75,4.704503496124215,1.487204670906067,514.4657220043507,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.395,31.6,1.9,0.667,3.0,1,2,0,hydro_patch_moderate (0.67),HIGH,0.7025,28,6,34,5,70,162.45,2.0,2.0,0.0
Ongericimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ongericimab.pdb,81.4454661611916,44,4.726416015449693,2.7694456577301025,542.491108230807,,H1-10-1,H2-16-?,H3-3,L1-11-1,L2-7-1,L3-8,,8.32,-0.312,47.1,2.1,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.7849,31,0,23,5,55,441.32,2.0,3.0,4.51
Ontuxizumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Ontuxizumab.pdb,79.18582686958925,78,4.606962406536866,0.8284890055656433,509.58198139766085,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.75,-0.43,32.7,-0.2,0.667,3.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.7031,36,10,12,5,70,311.36,3.0,3.0,-16.0
Oportuzumab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Oportuzumab.pdb,76.64716755374562,56,4.703303166018188,1.3104369640350342,547.794793381484,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.61,-0.232,31.1,2.9,0.556,3.0,1,2,1,,HIGH,0.6908,24,10,17,5,66,700.62,2.0,2.0,-3.1
Orilanolimab,engineered_458,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\engineered\Orilanolimab.pdb,81.46077176413598,68,4.727233941970247,2.3069024085998535,599.9562034434173,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.09,-0.41,35.4,5.8,0.556,3.0,0,0,1,,HIGH,0.622,28,14,14,5,63,201.55,4.0,1.0,5.5
