sequence_id,cdr1_cluster_id,cdr1_proxy_score,cdr2_cluster_id,cdr2_proxy_score
MN337619|IGHV3-7*05|Homo,cdr1_L8_C16,0.9342,cdr2_L8_C26,0.9077
AB019437|IGHV3-71*01|Homo,cdr1_L8_C15,0.9526,cdr2_L9_C64,1.0
HM855875|IGHV3-71*02|Homo,cdr1_L8_C15,0.9526,cdr2_L9_C64,1.0
IMGT000175|IGHV3-71*03|Homo,cdr1_L8_C15,0.9526,cdr2_L9_C64,1.0
MK540648|IGHV3-71*04|Homo,cdr1_L8_C15,0.9526,cdr2_L9_C64,1.0
X92206|IGHV3-72*01|Homo,cdr1_L8_C15,0.9026,cdr2_L10_C62,0.81
X70197|IGHV3-73*01|Homo,cdr1_L8_C29,0.6684,cdr2_L10_C63,0.55
AB019437|IGHV3-73*02|Homo,cdr1_L8_C29,0.6684,cdr2_L10_C63,0.55
AB019437|IGHV3-74*01|Homo,cdr1_L8_C16,0.9342,cdr2_L8_C30,0.8154
Z17392|IGHV3-74*02|Homo,cdr1_L8_C16,0.9342,cdr2_L8_C30,0.8154
J00239|IGHV3-74*03|Homo,cdr1_L8_C16,0.9342,cdr2_L8_C30,0.8154
M99651|IGHV3-9*01|Homo,cdr1_L8_C19,0.9053,cdr2_L8_C31,0.7385
HM855577|IGHV3-9*02|Homo,cdr1_L8_C30,0.5895,cdr2_L8_C31,0.7385
KC713947|IGHV3-9*03|Homo,cdr1_L8_C19,0.9053,cdr2_L8_C31,0.7385
MN337621|IGHV3-9*04|Homo,cdr1_L8_C19,0.9053,cdr2_L8_C31,0.7385
HM855939|IGHV3-NL1*01|Homo,cdr1_L8_C16,0.9842,cdr2_L8_C20,0.6308
Z29597|IGHV3/OR15-7*01|Homo,cdr1_L8_C15,0.9026,cdr2_L10_C62,0.85
M36530|IGHV3/OR15-7*02|Homo,cdr1_L8_C15,0.9026,cdr2_L10_C62,0.85
Z12332|IGHV3/OR15-7*03|Homo,cdr1_L8_C15,0.9026,cdr2_L10_C62,0.85
HM855865|IGHV3/OR15-7*05|Homo,cdr1_L8_C15,0.9026,cdr2_L10_C62,0.85
IMGT000069|IGHV3/OR16-10*01|Homo,cdr1_L8_C9,1.0,cdr2_L7_C54,0.6625
Z12345|IGHV3/OR16-10*02|Homo,cdr1_L8_C9,1.0,cdr2_L7_C54,0.6625
HM855718|IGHV3/OR16-10*03|Homo,cdr1_L8_C9,1.0,cdr2_L7_C54,0.6625
IMGT000069|IGHV3/OR16-12*01|Homo,cdr1_L8_C31,0.5895,cdr2_L8_C32,0.4615
IMGT000069|IGHV3/OR16-13*01|Homo,cdr1_L8_C16,0.9342,cdr2_L8_C30,0.8154
Z29611|IGHV3/OR16-14*01|Homo,cdr1_L8_C16,0.9342,cdr2_L8_C30,0.8154
L25546|IGHV3/OR16-15*01|Homo,cdr1_L8_C18,0.8395,cdr2_L8_C33,0.7385
Z29612|IGHV3/OR16-15*02|Homo,cdr1_L8_C18,0.8895,cdr2_L8_C33,0.7385
IMGT000069|IGHV3/OR16-16*01|Homo,cdr1_L8_C18,0.8895,cdr2_L8_C33,0.7385
IMGT000069|IGHV3/OR16-17*01|Homo,cdr1_L8_C32,0.7316,cdr2_L8_C34,0.6308
IMGT000069|IGHV3/OR16-18*01|Homo,cdr1_L8_C18,0.8895,cdr2_L8_C33,0.7385
IMGT000069|IGHV3/OR16-20*01|Homo,cdr1_L8_C9,1.0,cdr2_L7_C54,0.6625
HM855668|IGHV3/OR16-6*02|Homo,cdr1_L8_C17,0.7921,cdr2_L10_C60,0.92
IMGT000069|IGHV3/OR16-8*01|Homo,cdr1_L8_C32,0.7316,cdr2_L8_C34,0.6308
HM855427|IGHV3/OR16-8*02|Homo,cdr1_L8_C32,0.7316,cdr2_L8_C34,0.6308
IMGT000069|IGHV3/OR16-9*01|Homo,cdr1_L8_C32,0.7316,cdr2_L8_C35,0.4615
X05714|IGHV4-28*01|Homo,cdr1_L9_C46,0.9556,cdr2_L7_C55,1.0
M83133|IGHV4-28*02|Homo,cdr1_L9_C46,0.9556,cdr2_L7_C55,0.9429
X92233|IGHV4-28*03|Homo,cdr1_L9_C46,0.9556,cdr2_L7_C55,1.0
X56358|IGHV4-28*04|Homo,cdr1_L9_C46,0.9556,cdr2_L7_C55,1.0
IMGT000197|IGHV4-28*05|Homo,cdr1_L9_C46,0.9556,cdr2_L7_C55,0.9429
HM855782|IGHV4-28*06|Homo,cdr1_L9_C46,0.9556,cdr2_L7_C55,1.0
KC713936|IGHV4-28*07|Homo,cdr1_L9_C46,0.9556,cdr2_L7_C55,1.0
AC245166|IGHV4-30-2*01|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
M95122|IGHV4-30-2*02|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
X92229|IGHV4-30-2*03|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
Z75351|IGHV4-30-2*04|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
HM855593|IGHV4-30-2*05|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
KC713944|IGHV4-30-2*06|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
IMGT000173|IGHV4-30-2*07|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
AC244456|IGHV4-30-4*01|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
Z14239|IGHV4-30-4*02|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
X92274|IGHV4-30-4*03|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
X92275|IGHV4-30-4*04|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
Z75360|IGHV4-30-4*06|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
KC713946|IGHV4-30-4*07|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
MH779624|IGHV4-30-4*08|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
IMGT000158|IGHV4-30-4*10|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
L10098|IGHV4-31*01|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
M99683|IGHV4-31*02|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
KC162925|IGHV4-31*03|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
M95120|IGHV4-31*04|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
M95121|IGHV4-31*05|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
X92270|IGHV4-31*06|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
X92271|IGHV4-31*07|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
X92272|IGHV4-31*08|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
X92273|IGHV4-31*09|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
Z14235|IGHV4-31*10|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
MK321691|IGHV4-31*11|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
BK063801|IGHV4-31*13|Homo,cdr1_L10_C41,0.88,cdr2_L7_C55,1.0
AB019439|IGHV4-34*01|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
M99684|IGHV4-34*02|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
X92255|IGHV4-34*03|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
X92236|IGHV4-34*04|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
X92237|IGHV4-34*05|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
X92256|IGHV4-34*06|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
X92258|IGHV4-34*07|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
M95113|IGHV4-34*08|Homo,cdr1_L8_C33,0.8395,cdr2_L7_C56,0.925
Z14241|IGHV4-34*09|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
Z14242|IGHV4-34*10|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.925
X05716|IGHV4-34*11|Homo,cdr1_L8_C33,0.8395,cdr2_L7_C55,1.0
X56591|IGHV4-34*12|Homo,cdr1_L8_C33,0.8895,cdr2_L7_C56,0.8679
AC242184|IGHV4-38-2*01|Homo,cdr1_L9_C47,0.8,cdr2_L7_C55,0.9429
AC233755|IGHV4-38-2*02|Homo,cdr1_L9_C47,0.8,cdr2_L7_C55,0.9429
QEHY01024525|IGHV4-38-2*03|Homo,cdr1_L9_C47,0.8,cdr2_L7_C55,0.9429
AB019439|IGHV4-39*01|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
X05715|IGHV4-39*02|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
X92259|IGHV4-39*03|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
M95116|IGHV4-39*05|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
Z14236|IGHV4-39*06|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
AC234225|IGHV4-39*07|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
OU596110|IGHV4-39*08|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
OU596103|IGHV4-39*09|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
BK070982|IGHV4-39*10|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
X05713|IGHV4-4*01|Homo,cdr1_L9_C46,1.0,cdr2_L7_C55,0.9429
BK063799|IGHV4-4*02|Homo,cdr1_L9_C46,1.0,cdr2_L7_C55,0.9429
MH779623|IGHV4-4*03|Homo,cdr1_L9_C46,1.0,cdr2_L7_C55,0.9429
X92253|IGHV4-4*04|Homo,cdr1_L9_C46,1.0,cdr2_L7_C55,0.9429
X92254|IGHV4-4*05|Homo,cdr1_L9_C46,1.0,cdr2_L7_C55,0.9429
X62112|IGHV4-4*07|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,0.9429
KC713942|IGHV4-4*08|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,0.9429
MK471384|IGHV4-4*09|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,0.9429
OU596101|IGHV4-4*10|Homo,cdr1_L9_C48,0.6,cdr2_L7_C55,0.9429
M99685|IGHV4-55*01|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
X92223|IGHV4-55*02|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
X92263|IGHV4-55*03|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
X92265|IGHV4-55*04|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
X92266|IGHV4-55*05|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
X92267|IGHV4-55*06|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
X92268|IGHV4-55*07|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
X92234|IGHV4-55*08|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
X92235|IGHV4-55*09|Homo,cdr1_L8_C35,0.8263,cdr2_L7_C56,0.8679
AB019438|IGHV4-59*01|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
M29812|IGHV4-59*02|Homo,cdr1_L8_C34,0.8868,cdr2_L7_C55,1.0
M95114|IGHV4-59*03|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
M95117|IGHV4-59*04|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
M95118|IGHV4-59*05|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
M95119|IGHV4-59*06|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
X56360|IGHV4-59*07|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
Z14243|IGHV4-59*10|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,0.9429
MK540647|IGHV4-59*11|Homo,cdr1_L8_C34,0.8868,cdr2_L7_C55,1.0
MK321692|IGHV4-59*12|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
IMGT000058|IGHV4-59*13|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
M29811|IGHV4-61*01|Homo,cdr1_L10_C42,0.68,cdr2_L7_C55,1.0
IMGT000112|IGHV4-61*02|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
X92230|IGHV4-61*03|Homo,cdr1_L10_C42,0.68,cdr2_L7_C55,1.0
X92250|IGHV4-61*04|Homo,cdr1_L10_C42,0.68,cdr2_L7_C55,1.0
X56356|IGHV4-61*05|Homo,cdr1_L10_C42,0.76,cdr2_L7_C55,1.0
Z75347|IGHV4-61*06|Homo,cdr1_L10_C42,0.68,cdr2_L7_C55,1.0
Z75348|IGHV4-61*07|Homo,cdr1_L10_C42,0.68,cdr2_L7_C55,1.0
AB019437|IGHV4-61*08|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,1.0
MK540647|IGHV4-61*09|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
MK471386|IGHV4-61*10|Homo,cdr1_L10_C42,0.68,cdr2_L7_C55,1.0
OU596109|IGHV4-61*11|Homo,cdr1_L10_C41,0.84,cdr2_L7_C55,0.9429
BK068299|IGHV4-61*12|Homo,cdr1_L8_C34,0.9368,cdr2_L7_C55,1.0
OP255760|IGHV4-61*13|Homo,cdr1_L10_C42,0.68,cdr2_L7_C55,1.0
HM855539|IGHV4/OR15-8*01|Homo,cdr1_L9_C46,1.0,cdr2_L7_C57,0.5875
X05712|IGHV4/OR15-8*02|Homo,cdr1_L9_C46,1.0,cdr2_L7_C57,0.5304
HM855418|IGHV4/OR15-8*03|Homo,cdr1_L9_C46,1.0,cdr2_L7_C57,0.5875
BK063801|IGHV5-10-1*01|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C36,0.7385
X92279|IGHV5-10-1*02|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C36,0.7385
BK063799|IGHV5-10-1*03|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C36,0.7385
X56376|IGHV5-10-1*04|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C36,0.7385
M99686|IGHV5-51*01|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C37,0.8769
M18806|IGHV5-51*02|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C37,0.8769
AC279961|IGHV5-51*03|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C37,0.8769
X56367|IGHV5-51*04|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C37,0.8769
MK321694|IGHV5-51*06|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C37,0.8769
IMGT000055|IGHV5-51*07|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C37,0.8769
X92213|IGHV5-78*01|Homo,cdr1_L8_C36,0.8579,cdr2_L8_C37,0.8269
J04097|IGHV6-1*01|Homo,cdr1_L10_C43,0.52,cdr2_L9_C65,0.7
Z14223|IGHV6-1*02|Homo,cdr1_L10_C43,0.52,cdr2_L9_C65,0.7
IMGT000054|IGHV6-1*03|Homo,cdr1_L10_C43,0.52,cdr2_L9_C65,0.7
AB019439|IGHV7-34-1*01|Homo,cdr1_L8_C1,0.8684,cdr2_L7_C58,0.6625
IMGT000197|IGHV7-34-1*02|Homo,cdr1_L8_C1,0.8684,cdr2_L7_C58,0.6054
IMGT000056|IGHV7-34-1*03|Homo,cdr1_L8_C1,0.8684,cdr2_L7_C58,0.6625
IMGT000111|IGHV7-34-1*04|Homo,cdr1_L8_C1,0.8684,cdr2_L7_C58,0.6625
BK063799|IGHV7-4-1*01|Homo,cdr1_L8_C1,0.9684,cdr2_L8_C38,0.8154
X62110|IGHV7-4-1*02|Homo,cdr1_L8_C1,0.9684,cdr2_L8_C38,0.8154
X92290|IGHV7-4-1*03|Homo,cdr1_L8_C1,0.9684,cdr2_L8_C38,0.8154
HM855485|IGHV7-4-1*04|Homo,cdr1_L8_C1,0.9684,cdr2_L8_C38,0.8154
HM855361|IGHV7-4-1*05|Homo,cdr1_L8_C1,0.9684,cdr2_L8_C38,0.8154
AB019437|IGHV7-81*01|Homo,cdr1_L8_C37,0.6684,cdr2_L8_C39,0.5077
IMGT000158|IGHV7-81*02|Homo,cdr1_L8_C37,0.6684,cdr2_L8_C39,0.5077
AB019438|IGHV8-51-1*01|Homo,cdr1_L8_C38,0.7632,cdr2_L7_C59,0.6804
BK063799|IGHV8-51-1*02|Homo,cdr1_L8_C38,0.7632,cdr2_L7_C59,0.7375
IMGT000055|IGHV8-51-1*03|Homo,cdr1_L8_C38,0.7632,cdr2_L7_C59,0.7375
AC279961|IGHV8-51-1*04|Homo,cdr1_L8_C38,0.7632,cdr2_L7_C59,0.7375
BK068299|IGHV8-51-1*05|Homo,cdr1_L8_C38,0.7632,cdr2_L7_C59,0.7375
