canonical_id,display_name,origin_tags,in_natural_master_384,in_natural_cmc_384,in_engineered_master_458,in_abref458_27m_458,in_842_combined,in_frozen_abref458,in_frozen_natural384,vh_seq_hash,vl_seq_hash,vh_seq_consistent,vl_seq_consistent,anomalies,vh_germline,vl_germline
gimsilumab,Gimsilumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,91bf676cca71,c6c42cacaafc,True,True,,IGHV3-74*03,IGKV3-15*01
ginisortamab,Ginisortamab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,0097b1f1468c,e72a3e2cec1c,True,True,,IGHV1-69-2*01,IGKV4-1*01
glembatumumab,Glembatumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,bb5249c62350,ce0612c855ea,True,True,,IGHV4-31*02,IGKV3-15*01
golimumab,Golimumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,7ebffd482eaa,ff132e9db758,True,True,,IGHV3-30*01,IGKV3-11*01
golocdacimab,Golocdacimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5cf580002a49,9ea170316d9a,True,True,,IGHV1-24*01,IGKV2/OR22-4*01
gorivitug,Gorivitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,33ef9fd95143,e81156104163,True,True,,IGHV3-64D*06,IGKV1-39*01
gotistobart,Gotistobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,1381e796a21e,8a54399b7070,True,True,,IGHV4-59*03,IGKV1-NL1*01
greziprubart,Greziprubart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,68291b9fcc57,55ab951c1297,True,True,,IGHV3-72*01,IGKV2-28*01
guselkumab,Guselkumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c592302f75fe,c0e8135f9e14,True,True,,IGHV5-51*01,IGKV2/OR22-4*01
ianalumab,Ianalumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,82679e079473,02468f5a7e34,True,True,,IGHV6-1*01,IGKV3-20*02
ibramvibart,Ibramvibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,cfa8880ec78d,145a97c209ba,True,True,,IGHV3-21*07,IGKV2/OR22-4*01
icrucumab,Icrucumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,fdf3c760ccfd,9907486cc2da,True,True,,IGHV3-33*01,IGKV3-20*01
idactamab,Idactamab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5467bb037a40,6e1f5e095dc1,True,True,,IGHV4-34*01,IGKV1-5*03
iluzanebart,Iluzanebart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6d538c7ac2b0,847c937eb7ba,True,True,,IGHV5-51*01,IGKV3-15*01
imalumab,Imalumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d5c50ef56efa,e6f1f9867e5f,True,True,,IGHV3-23*01,IGKV1-39*01
imeroprubart,Imeroprubart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,357030990828,d5f8231433e0,True,True,,IGHV3-23*01,IGKV1-13*01
inclacumab,Inclacumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d45da1b17c89,6c9419276faa,True,True,,IGHV3-13*01,IGKV3-11*01
indematug,Indematug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,84db0551ab1d,dc15e5b9433e,True,True,,IGHV3-21*01,IGKV3D-20*02
indenebart,Indenebart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,51e87b32a322,25e5575e11a4,True,True,,IGHV3-23*01,IGKV2/OR22-4*01
indusatumab,Indusatumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,0bc3910b6182,21b126981623,True,True,,IGHV4-34*01,IGKV3-15*01
intetumumab,Intetumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,245d9005136a,f18268fcc96e,True,True,,IGHV3-30*01,IGKV3-11*01
ipilimumab,Ipilimumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,91f5098a42fd,b4f4701cb945,True,True,,IGHV3-30*01,IGKV3-20*01
iratumumab,Iratumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6857fdefef2d,47db44c3cf45,True,True,,IGHV4-34*03,IGKV1D-16*01
iscalimab,Iscalimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,955a00fc7d4c,0a183731c179,True,True,,IGHV3-30*03,IGKV2-28*01
itepekimab,Itepekimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,604fd48386c5,8c8d9ef1642d,True,True,,IGHV3-23*04,IGKV1-12*01
ivuxolimab,Ivuxolimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5901d1cdddb6,a97dc4b00d5a,True,True,,IGHV3-48*02,IGKV1D-16*01
izastobart,Izastobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9e582149e725,8b21891776c7,True,True,,IGHV3-15*01,IGKV3D-20*01
lanadelumab,Lanadelumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,304022001138,561bee228723,True,True,,IGHV3-23*05,IGKV1-5*03
lanerkitug,Lanerkitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,17780c81d3fb,abc5ee952c58,True,True,,IGHV3-23*01,IGKV2/OR22-4*01
latozinemab,Latozinemab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3c656cb9464c,bb1b05d17b8c,True,True,,IGHV4-38-2*01,IGKV2-28*01
lemzoparlimab,Lemzoparlimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,e51832e7d68b,f80a5d951c4f,True,True,,IGHV3-15*07,IGKV4-1*01
lenzilumab,Lenzilumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,68b75cfde25c,7d6fd474b73c,True,True,,IGHV1-3*01,IGKV3-11*01
lerdelimumab,Lerdelimumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,33282970ffa8,2c56f7367a9c,True,True,,IGHV3-33*01,IGKV1-13*01
lesabelimab,Lesabelimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d5b4f45f007a,183b5caf1600,True,True,,IGHV3-71*01,IGKV1-39*01
lesofavumab,Lesofavumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,4cf32eeb85de,0b0d06864344,True,True,,IGHV5-51*01,IGKV2-28*01
letaplimab,Letaplimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,927fa2dadf16,8b93396ca9f0,True,True,,IGHV4-59*01,IGKV1-12*01
lexatumumab,Lexatumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c6f7c7e3327c,f60739a327e1,True,True,,IGHV3-20*04,IGKV1-13*01
libevitug,Libevitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,e9723054c9c1,d556b31dbe88,True,True,,IGHV6-1*01,IGKV3-20*01
libivirumab,Libivirumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,05b71172f10b,706cf0f51201,True,True,,IGHV3-30*01,IGKV2-28*01
linavonkibart,Linavonkibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,868987e8bc1a,33c30c85b334,True,True,,IGHV3-48*01,IGKV1-33*01
lirilumab,Lirilumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,fd1fedfd2c64,6b15cc56c6b4,True,True,,IGHV1-69*03,IGKV3-11*01
lodapolimab,Lodapolimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,989fdc529cb7,f827225c000d,True,True,,IGHV1-69*06,IGKV3-20*01
lomtegovimab,Lomtegovimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,39cfdc65835b,69e1c7a54946,True,True,,IGHV3-30*18,IGKV1-5*03
lotivibart,Lotivibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c25a1e023bb6,243972dbdc12,True,True,,IGHV1-2*02,IGKV1-13*02
lucatumumab,Lucatumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,955a00fc7d4c,0a183731c179,True,True,,IGHV3-30*03,IGKV2-28*01
lunlekitug,Lunlekitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2b72bf3365fb,caea6a7d2bd8,True,True,,IGHV1-69*01,IGKV4-1*01
lupartumab,Lupartumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,599689af6d99,8c3f7d3b2a95,True,True,,IGHV3-48*03,IGKV2/OR22-4*01
maftivimab,Maftivimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,b335da2b241b,3a3abb5e2a31,True,True,,IGHV3-23*04,IGKV1-39*01
manelimab,Manelimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,37553fa22858,6087c4b6496b,True,True,,IGHV3-20*01,IGKV2/OR22-4*01
maridebart,Maridebart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,cb339f679298,63f448881d92,True,True,,IGHV3-33*01,IGKV3-15*01
marstacimab,Marstacimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6182b4c148a6,3ff13e45d290,True,True,,IGHV3-23*01,IGKV2/OR22-4*01
masavibart,Masavibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,28a8bd806368,8d688ad484df,True,True,,IGHV3-30*01,IGKV7-3*01
mavrilimumab,Mavrilimumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3b46cd254a78,b8f16def2823,True,True,,IGHV1-24*01,IGKV2/OR22-4*01
melrilimab,Melrilimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,70e1d072f7f5,5631518462c2,True,True,,IGHV3-23*01,IGKV3-11*01
metelimumab,Metelimumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6bf76f80706e,4b31474c4983,True,True,,IGHV3-30*03,IGKV1-6*01
mevonlerbart,Mevonlerbart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,97e999f1dc85,e45b8db4ab1f,True,True,,IGHV3-23*04,IGKV1-5*03
mibavademab,Mibavademab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,75bf99610d82,b9a5f583afc0,True,True,,IGHV3-30*15,IGKV1-39*01
micvotabart,Micvotabart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,a0bc9dcc700a,edff93b02896,True,True,,IGHV3-23*01,IGKV3-20*02
moflerafusp,Moflerafusp,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2728aa4fc83d,f9131bf05ec0,True,True,,IGHV1-46*01,IGKV1-33*01
nadecnemab,Nadecnemab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5b383b5bcc40,bf55d90556f6,True,True,,IGHV3-23*04,IGKV1-12*01
namilumab,Namilumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,188067238e31,5b867b20fe56,True,True,,IGHV1-2*02,IGKV1-39*01
narlumosbart,Narlumosbart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,49f3c654880d,d6a6ca093595,True,True,,IGHV3-23*01,IGKV3-20*01
narnatumab,Narnatumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6383528b81a8,060ecc1783b7,True,True,,IGHV3-7*01,IGKV3-11*01
narsoplimab,Narsoplimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,a47d80ded381,ee55668dbf6d,True,True,,IGHV2-26*01,IGKV1-13*01
navivumab,Navivumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,95f85f42201c,880140768bf5,True,True,,IGHV1-18*02,IGKV3-20*01
necitumumab,Necitumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2a782f9e724a,02f2eb6af8ce,True,True,,IGHV4-30-2*07,IGKV3-11*01
negalstobart,Negalstobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,cd6584f7751e,7847723abed3,True,True,,IGHV4-39*01,IGKV1-33*01
nelistotug,Nelistotug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,ea05d8a38e72,5856f0b3fe06,True,True,,IGHV1-69*01,IGKV1-39*01
nepuvibart,Nepuvibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5e852803f409,6dc66f0abdc3,True,True,,IGHV3-11*01,IGKV1-33*01
nesvacumab,Nesvacumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,e3f462565749,89c5f024e95c,True,True,,IGHV3-13*01,IGKV3-20*02
nipocalimab,Nipocalimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,ff42e9c844b0,5afbd8223f1e,True,True,,IGHV3-23*05,IGKV6-21*01
nirsevimab,Nirsevimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,267ddb60a40e,db79e12bdaba,True,True,,IGHV1-69*01,IGKV1-33*01
nisevokitug,Nisevokitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,ef0b5e58f5af,e14bf707eec9,True,True,,IGHV1-69*01,IGKV1-13*01
nivisnebart,Nivisnebart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c90949d40010,5405aa3efe4e,True,True,,IGHV1-46*01,IGKV3-15*01
nivolumab,Nivolumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5f134f144bed,da2652268a13,True,True,,IGHV3-33*01,IGKV3-11*01
nurulimab,Nurulimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,cd313d366906,b4f4701cb945,True,True,,IGHV3-30*01,IGKV3-20*01
nuvustotug,Nuvustotug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,8005e481b895,e9482da75820,True,True,,IGHV3-23*01,IGKV1-12*01
oberotatug,Oberotatug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,8907be0ee551,ff2b7bd75e60,True,True,,IGHV3-15*01,IGKV1-39*01
odesivimab,Odesivimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,7400b8a959b8,68eb08014a33,True,True,,IGHV3-13*01,IGKV4-1*01
ofatumumab,Ofatumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,7681ac4f578c,a91cbbaca274,True,True,,IGHV3-9*01,IGKV3-11*01
ogalvibart,Ogalvibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2240f5a4843b,31bae70d41f1,True,True,,IGHV3-30*01,IGKV1-5*01
olaratumab,Olaratumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,8e1087eff374,49d5e98c085e,True,True,,IGHV4-39*01,IGKV3-11*01
oleclumab,Oleclumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3281adb0c479,26408e8e6e8e,True,True,,IGHV3-23*01,IGKV3D-20*01
olinvacimab,Olinvacimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,77377e86ecf5,f678bfb6ac79,True,True,,IGHV1-3*01,IGKV1-13*01
omoprubart,Omoprubart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,f63e93942c07,4861b658b2c1,True,True,,IGHV1-2*02,IGKV1-33*01
omodenbamab,Omodenbamab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5d496889f98b,9179df369a99,True,True,,IGHV3-23*04,IGKV1-39*01
ompekimig2,Ompekimig2,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6300bbc945e2,f08df02b7d12,True,True,,IGHV3-7*01,IGKV1-16*01
ontamalimab,Ontamalimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,261bc0e74feb,2306b90f61ba,True,True,,IGHV1-18*01,IGKV2D-29*01
onvatilimab,Onvatilimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d0a165b244e5,4c51ba7ea587,True,True,,IGHV1-69*01,IGKV1-39*01
opelkibart,Opelkibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3633dbd2cd34,ea501b0d0189,True,True,,IGHV5-51*01,IGKV1-12*01
opicinumab,Opicinumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,210fdc2853bc,a51412aa7d4c,True,True,,IGHV3-23*01,IGKV3-11*01
opucolimab,Opucolimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,46b7e2c43856,271f2a4b9435,True,True,,IGHV3-21*01,IGKV3D-20*01
ordesekimab,Ordesekimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,559efc379039,e7ecc41146bb,True,True,,IGHV5-51*01,IGKV3-20*01
ormutivimab,Ormutivimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,7ac745b71c55,1d1f641e0f6a,True,True,,IGHV1-69*03,IGKV1-37*01
orticumab,Orticumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,7fab456092ee,f82d2731888e,True,True,,IGHV3-23*01,IGKV3D-20*01
osocimab,Osocimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3c27286e9eac,8bd4b2912bd6,True,True,,IGHV3-23*01,IGKV1-33*01
otilimab,Otilimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,8df89e1f926e,751fd09b4dc1,True,True,,IGHV3-15*04,IGKV1-13*01
oxelumab,Oxelumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9d04785d0f67,f9b5e0a8c56f,True,True,,IGHV3-23*01,IGKV1D-16*01
pacibekitug,Pacibekitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,92859113b5db,4d0140cc2383,True,True,,IGHV4-34*01,IGKV1D-16*01
pacmilimab,Pacmilimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,b420a7d2c6c5,3bc19948d66a,True,True,,IGHV3-23*01,IGKV1-39*01
palverafusp,Palverafusp,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,55b8ab4b5e10,ce5ea3b4c3a8,True,True,,IGHV3-23*04,IGKV1-12*01
pamrevlumab,Pamrevlumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c261760513eb,523e9b838da8,True,True,,IGHV3/OR16-10*01,IGKV1D-16*01
panitumumab,Panitumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,1e847c22d2eb,f541656e6c1b,True,True,,IGHV4-61*01,IGKV1-33*01
panobacumab,Panobacumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,f3fb6a44dedd,be1972a14aaa,True,True,,IGHV3-66*01,IGKV2-30*01
patritumab,Patritumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5d474992d71e,054beb4e3672,True,True,,IGHV4-34*01,IGKV4-1*01
pelgifatamab,Pelgifatamab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,dd9ed0e28036,44a05fda590a,True,True,,IGHV3-33*01,IGKV1-27*01
pemivibart,Pemivibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,f6979b5232e2,40b3009c4b15,True,True,,IGHV3-21*07,IGKV2/OR22-4*01
perenostobart,Perenostobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3ad32fd902b6,84a0a822ddf8,True,True,,IGHV1-69*01,IGKV3-15*01
pimivalimab,Pimivalimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,e12039b35dae,54ba372f0a65,True,True,,IGHV1-46*01,IGKV1-5*01
ponsegromab,Ponsegromab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,72cfa412882f,c5f340b25ce6,True,True,,IGHV1-69*01,IGKV3-11*01
potravitug,Potravitug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,77474bdda880,4922615fe132,True,True,,IGHV4-34*03,IGKV3-20*01
pozelimab,Pozelimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,8daa03f51e91,57ca0dc0214d,True,True,,IGHV4-59*02,IGKV1-6*01
plutavimab,Plutavimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,dfa2132dca5b,92edbaf87d42,True,True,,IGHV3-53*01,IGKV1-12*01
precemtabart,Precemtabart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,31cd552faf80,1e9705f4eaf2,True,True,,IGHV4-31*02,IGKV3-15*01
prezalumab,Prezalumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,bf97c8108808,7e2526639957,True,True,,IGHV3-7*01,IGKV1D-16*01
pritumumab,Pritumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,365ac27949b7,2f184222a3e2,True,True,,IGHV3-23*01,IGKV1-16*01
pulocimab,Pulocimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d1b5c1f52341,01b96b9f11e4,True,True,,IGHV3-21*01,IGKV1-12*01
puxitatug,Puxitatug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,e64606a4caea,5013dbbf4bf3,True,True,,IGHV4-34*01,IGKV1-17*01
quisovalimab,Quisovalimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,a08e9bcc6878,0b4e25524cad,True,True,,IGHV4-34*03,IGKV1-13*02
rademikibart,Rademikibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,268c3cea0502,912b9d0d218d,True,True,,IGHV3/OR16-10*03,IGKV3-20*02
radretumab,Radretumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,43128cddb4ba,edff93b02896,True,True,,IGHV3-23*01,IGKV3-20*02
rafivirumab,Rafivirumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,7ac745b71c55,1d1f641e0f6a,True,True,,IGHV1-69*03,IGKV1-37*01
ramantamig2,Ramantamig2,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,08799eca381c,408fa08986ef,True,True,,IGHV3-23*01,IGKV3-20*01
ramucirumab,Ramucirumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d1b5c1f52341,3a840da858f4,True,True,,IGHV3-21*01,IGKV1-12*01
rapaprutug,Rapaprutug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,0a92629655d8,8638e2717bbe,True,True,,IGHV3-23*01,IGKV3D-20*01
regdanvimab,Regdanvimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9919f9012a4a,94b3350b757d,True,True,,IGHV2-70*12,IGKV3D-20*01
relatlimab,Relatlimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c3cde9132e66,93e0e7553b45,True,True,,IGHV4-34*03,IGKV3-11*01
remternetug,Remternetug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,64bc1a43be5e,34545ac5c82f,True,True,,IGHV3-23*01,IGKV1-5*01
renvistobart,Renvistobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,bf4a8c8ee03a,2039c654eb56,True,True,,IGHV4-61*01,IGKV3-11*01
retavibart,Retavibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2073a0dc52cd,84e8f7da26d2,True,True,,IGHV5-51*01,IGKV3-15*01
rezorstobart,Rezorstobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2edd0904df92,982501ec80bd,True,True,,IGHV3-23*01,IGKV1-12*01
rilotumumab,Rilotumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2edc1db98b3b,47ca092873a3,True,True,,IGHV4-59*01,IGKV3-15*01
rinatabart,Rinatabart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,fa764f83f508,7f068f372d85,True,True,,IGHV3-30*03,IGKV1-12*01
rinucumab,Rinucumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,ec25739ea829,f59721f526a0,True,True,,IGHV4-39*01,IGKV3-20*02
robatumumab,Robatumumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,39175965b011,b8cdf1951a01,True,True,,IGHV3/OR16-10*01,IGKV3-11*01
rocatinlimab,Rocatinlimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,557e761abca3,5b7346eb5461,True,True,,IGHV2-5*02,IGKV3-20*01
roledumab,Roledumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,0d74ca64e788,63b49e3328e4,True,True,,IGHV3-30*01,IGKV1-8*01
romlusevimab,Romlusevimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,98c58c8e8a67,1f50074b343f,True,True,,IGHV7-4-1*03,IGKV1-13*01
ruzaltatug,Ruzaltatug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,b2304d8d2134,f4bd149b953d,True,True,,IGHV3-9*01,IGKV1-39*01
samatatug,Samatatug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c2ede9f957d0,fe388cf9d880,True,True,,IGHV1-18*01,IGKV1-5*03
sarilumab,Sarilumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,bc94ec465c6c,b53ce2081895,True,True,,IGHV3-9*01,IGKV1-12*01
secukinumab,Secukinumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,1eb8279c468d,f22c6afce9be,True,True,,IGHV3-7*01,IGKV3-20*01
selicrelumab,Selicrelumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,d6a3d56a03d8,dd6b9fb96f79,True,True,,IGHV1-2*02,IGKV1-12*01
seribantumab,Seribantumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,803c97ad8876,c49cdff9af43,True,True,,IGHV3-23*01,IGKV1-37*01
setrusumab,Setrusumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,0ca201afcbff,4f328077c2d2,True,True,,IGHV3-74*01,IGKV2/OR22-4*01
sifalimumab,Sifalimumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,19a5600f6efe,4f1bc6529a8c,True,True,,IGHV1-18*01,IGKV3-20*01
siltartoxatug,Siltartoxatug,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,5c424dd8ddb9,2a6f0e9c44c5,True,True,,IGHV4-34*09,IGKV1-5*03
simaravibart,Simaravibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,ff63e72c23ff,35fc25d7c4a6,True,True,,IGHV1-69*02,IGKV3-11*01
sintilimab,Sintilimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,25d938654fcb,ca9799d86d1d,True,True,,IGHV1-69*01,IGKV1-12*01
sipavibart,Sipavibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,9c4afa5a80ca,1db6911f57f2,True,True,,IGHV3-9*01,IGKV2-40*01
sirtratumab,Sirtratumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,37d0e8aedd13,1d53353f7b63,True,True,,IGHV3-33*01,IGKV2-28*01
sirukumab,Sirukumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,891971352a59,2b2ab1fa7623,True,True,,IGHV3-7*01,IGKV1-13*01
socazolimab,Socazolimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,40c38548116f,3aea63f3bc82,True,True,,IGHV1-69*01,IGKV3D-20*01
solabafusp,Solabafusp,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,2d285c0f9283,221052dd0aa4,True,True,,IGHV4-4*08,IGKV6-21*02
sonavibart,Sonavibart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,45f1a3d74f94,8cdad9c1c3b3,True,True,,IGHV6-1*01,IGKV1-39*01
sotrovimab,Sotrovimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,6ecfce2c1a45,a7f7fc72fac8,True,True,,IGHV1-18*01,IGKV3-20*02
sovipostobart,Sovipostobart,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,91f5098a42fd,b4f4701cb945,True,True,,IGHV3-30*01,IGKV3-20*01
stamulumab,Stamulumab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,c5bbf05e5b17,382fa031b7ee,True,True,,IGHV1-46*01,IGKV1-13*01
sudubrilimab,Sudubrilimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,3969b39121df,462d30f9a31f,True,True,,IGHV3-23*04,IGKV1-13*02
sugemalimab,Sugemalimab,natural_384_cmc;natural_igg,True,True,False,False,True,False,False,ca1a996ac68c,8eee6b6483b8,True,True,,IGHV3-23*01,IGKV1-13*01
